sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Urban,1,1800,1
Urban,5,18000,5
Urban,5,11000,3
Urban,1,15000,4
Urban,5,18000,5
Urban,4,25000,5
Urban,2,20000,5
Urban,1,9500,2
Urban,2,15300,4
Urban,4,9000,2
Urban,2,10000,3
Urban,2,10000,3
Urban,3,15000,4
Urban,5,16000,4
Urban,4,9000,2
Urban,4,26000,5
Urban,4,11650,3
Urban,3,25000,5
Urban,13,16000,4
Urban,6,7000,1
Urban,5,16000,4
Urban,13,19000,5
Urban,4,14000,4
Urban,2,38000,5
Urban,3,40000,5
Urban,5,13500,4
Urban,4,15000,4
Urban,3,15000,4
Urban,3,13000,4
Urban,5,14500,4
Urban,5,10500,3
Urban,1,13000,4
Urban,5,10000,3
Urban,2,8500,2
Urban,4,6400,1
Urban,5,28000,5
Urban,5,14000,4
Urban,5,12000,3
Urban,3,12000,3
Urban,3,12000,3
Urban,1,4000,1
Urban,3,30000,5
Urban,5,22000,5
Urban,1,8000,2
Urban,2,20000,5
Urban,4,17600,5
Urban,3,9000,2
Urban,4,15000,4
Urban,3,7000,1
Urban,3,12000,3
Urban,4,12000,3
Urban,5,5000,1
Urban,5,21000,5
Urban,5,19000,5
Urban,3,10400,3
Urban,4,20000,5
Urban,1,5000,1
Urban,6,23000,5
Urban,1,11000,3
Urban,3,12500,3
Urban,4,35000,5
Urban,2,9000,2
Urban,5,18000,5
Urban,11,20000,5
Urban,3,28000,5
Urban,3,27000,5
Urban,7,18000,5
Urban,4,18500,5
Urban,5,7300,2
Urban,6,24000,5
Urban,4,11800,3
Urban,3,18000,5
Urban,2,14000,4
Urban,6,12500,3
Urban,3,10000,3
Urban,1,5800,1
Urban,4,15000,4
Urban,3,18500,5
Urban,1,4000,1
Urban,4,40000,5
Urban,4,10000,3
Urban,2,9000,2
Urban,7,4000,1
Urban,6,34000,5
Urban,5,16000,4
Urban,2,3500,1
Urban,2,15000,4
Urban,4,20000,5
Urban,5,18000,5
Urban,3,17000,4
Urban,1,2500,1
Urban,1,4500,1
Urban,4,29000,5
Urban,5,19000,5
Urban,4,7000,1
Urban,1,3500,1
Urban,8,16000,4
Urban,3,13500,4
Urban,3,10500,3
Urban,2,15000,4
Urban,2,14000,4
Urban,4,11000,3
Urban,5,8000,2
Urban,1,4000,1
Urban,4,12500,3
Urban,6,14000,4
Urban,3,10000,3
Urban,2,7500,2
Urban,3,15000,4
Urban,7,28000,5
Urban,4,17000,4
Urban,6,19000,5
Urban,4,5000,1
Urban,5,12000,3
Urban,3,28000,5
Urban,5,19000,5
Urban,2,4600,1
Urban,5,15000,4
Urban,5,18000,5
Urban,4,12000,3
Urban,3,13000,4
Urban,5,11000,3
Urban,4,30000,5
Urban,3,14000,4
Urban,1,14500,4
Urban,3,18500,5
Urban,3,9000,2
Urban,6,19600,5
Urban,13,20000,5
Urban,3,11000,3
Urban,10,25000,5
Urban,5,16000,4
Urban,2,10600,3
Urban,5,12500,3
Urban,3,13200,4
Urban,2,8000,2
Urban,5,23000,5
Urban,3,5500,1
Urban,2,10000,3
Urban,5,19500,5
Urban,4,10000,3
Urban,5,25000,5
Urban,3,10400,3
Urban,6,18000,5
Urban,5,6580,1
Urban,3,20000,5
Urban,4,16890,4
Urban,3,12000,3
Urban,6,25000,5
Urban,1,7950,2
Urban,4,32000,5
Urban,1,4500,1
Urban,5,36000,5
Urban,12,14000,4
Urban,5,12000,3
Urban,3,11000,3
Urban,3,14200,4
Urban,4,25000,5
Urban,2,8500,2
Urban,3,11460,3
Urban,3,10000,3
Urban,1,5000,1
Urban,3,13000,4
Urban,1,6000,1
Urban,4,15000,4
Urban,4,20000,5
Urban,4,21000,5
Urban,2,11500,3
Urban,1,5600,1
Urban,2,15000,4
Urban,2,9000,2
Urban,6,25000,5
Urban,3,15500,4
Urban,5,46000,5
Urban,2,7500,2
Urban,7,15000,4
Urban,3,28000,5
Urban,4,14000,4
Urban,2,8000,2
Urban,3,8000,2
Urban,3,24000,5
Urban,4,12500,3
Urban,1,11200,3
Urban,1,11800,3
Urban,4,24500,5
Urban,6,17000,4
Urban,4,17000,4
Urban,3,16500,4
Urban,2,6000,1
Urban,4,18000,5
Urban,7,16000,4
Urban,3,13000,4
Urban,3,27000,5
Urban,3,13000,4
Urban,4,11200,3
Urban,2,10000,3
Urban,4,26500,5
Urban,1,14000,4
Urban,5,8000,2
Urban,4,15300,4
Urban,6,8000,2
Urban,2,18500,5
Urban,1,5000,1
Urban,8,30000,5
Urban,4,42000,5
Urban,5,9500,2
Urban,4,13000,4
Urban,2,6500,1
Urban,4,8000,2
Urban,4,24500,5
Urban,9,11000,3
Urban,6,14000,4
Urban,3,30000,5
Urban,1,10000,3
Urban,3,18000,5
Urban,1,18700,5
Urban,5,12000,3
Urban,4,18000,5
Urban,5,27000,5
Urban,5,15000,4
Urban,4,12000,3
Urban,5,15000,4
Urban,4,25000,5
Urban,6,24000,5
Urban,4,14000,4
Urban,4,32000,5
Urban,1,5500,1
Urban,5,20000,5
Urban,4,24000,5
Urban,3,17300,5
Urban,4,12000,3
Urban,4,30000,5
Urban,3,16500,4
Urban,4,14000,4
Urban,3,22000,5
Urban,4,9000,2
Urban,4,17500,5
Urban,5,9500,2
Urban,8,22500,5
Urban,5,20000,5
Urban,2,8000,2
Urban,5,36000,5
Urban,6,10000,3
Urban,3,22000,5
Urban,2,7000,1
Urban,8,14000,4
Urban,3,28000,5
Urban,6,18000,5
Urban,3,13000,4
Urban,2,10000,3
Urban,1,1100,1
Urban,2,8000,2
Urban,5,22000,5
Urban,4,20000,5
Urban,2,9000,2
Urban,2,16500,4
Urban,4,15000,4
Urban,4,18000,5
Urban,4,18000,5
Urban,4,36000,5
Urban,3,7000,1
Urban,4,18000,5
Urban,4,18000,5
Urban,3,20000,5
Urban,4,10000,3
Urban,4,38000,5
Urban,6,37500,5
Urban,4,12000,3
Urban,1,4000,1
Urban,4,15000,4
Urban,2,27000,5
Urban,1,2000,1
Urban,4,30500,5
Urban,9,17000,4
Urban,1,600,1
Urban,3,15000,4
Urban,5,25000,5
Urban,4,9000,2
Urban,2,13500,4
Urban,1,9000,2
Urban,4,22300,5
Urban,4,35000,5
Urban,7,8000,2
Urban,2,15000,4
Urban,5,15000,4
Urban,3,16500,4
Urban,2,15000,4
Urban,4,32000,5
Urban,4,10000,3
Urban,4,8000,2
Urban,4,7500,2
Urban,4,18000,5
Urban,4,9500,2
Urban,5,9000,2
Urban,5,22000,5
Urban,5,15000,4
Urban,3,13500,4
Urban,3,6500,1
Urban,10,28000,5
Urban,3,6500,1
Urban,1,3000,1
Urban,2,16000,4
Urban,1,2000,1
Urban,4,21200,5
Urban,1,11000,3
Urban,4,10000,3
Urban,11,10000,3
Urban,1,13500,4
Urban,20,54000,5
Urban,2,8500,2
Urban,1,4500,1
Urban,5,8500,2
Urban,4,13800,4
Urban,4,20000,5
Urban,4,10380,3
Urban,4,16500,4
Urban,6,11000,3
Urban,2,10000,3
Urban,2,17000,4
Urban,2,8500,2
Urban,3,15000,4
Urban,10,18000,5
Urban,5,36500,5
Urban,3,15000,4
Urban,5,11000,3
Urban,1,5500,1
Urban,5,10000,3
Urban,4,25000,5
Urban,5,12845,4
Urban,1,6000,1
Urban,5,54000,5
Urban,6,25000,5
Urban,5,18000,5
Urban,3,19000,5
Urban,5,6000,1
Urban,3,10000,3
Urban,4,9500,2
Urban,5,25000,5
Urban,3,17500,5
Urban,4,19000,5
Urban,3,20000,5
Urban,4,10000,3
Urban,5,16448,4
Urban,2,15000,4
Urban,4,18700,5
Urban,4,20000,5
Urban,5,21000,5
Urban,7,12000,3
Urban,3,8000,2
Urban,2,41000,5
Urban,5,13000,4
Urban,4,7000,1
Urban,4,32000,5
Urban,4,55000,5
Urban,1,7500,2
Urban,5,28000,5
Urban,3,18500,5
Urban,2,6800,1
Urban,4,12500,3
Urban,5,18000,5
Urban,4,25000,5
Urban,4,8000,2
Urban,8,11000,3
Urban,6,9500,2
Urban,4,25000,5
Urban,1,5000,1
Urban,5,6000,1
Urban,2,11950,3
Urban,4,12000,3
Urban,4,15000,4
Urban,5,20500,5
Urban,13,23000,5
Urban,5,15000,4
Urban,4,14000,4
Urban,7,9200,2
Urban,1,5000,1
Urban,2,9000,2
Urban,2,13500,4
Urban,5,14200,4
Urban,4,23000,5
Urban,6,15000,4
Urban,5,16800,4
Urban,2,15000,4
Urban,5,18000,5
Urban,6,25000,5
Urban,1,13000,4
Urban,5,35000,5
Urban,2,21000,5
Urban,4,22000,5
Urban,4,15300,4
Urban,4,29000,5
Urban,8,25000,5
Urban,2,9200,2
Urban,7,20000,5
Urban,6,15000,4
Urban,5,25000,5
Urban,6,4000,1
Urban,5,11000,3
Urban,3,25000,5
Urban,6,25000,5
Urban,6,38500,5
Urban,3,19000,5
Urban,1,3000,1
Urban,3,9000,2
Urban,5,4000,1
Urban,5,8000,2
Urban,4,25000,5
Urban,5,9000,2
Urban,1,5000,1
Urban,1,15500,4
Urban,3,17500,5
Urban,2,7500,2
Urban,1,19000,5
Urban,4,24500,5
Urban,4,5000,1
Urban,8,23000,5
Urban,2,30000,5
Urban,1,12000,3
Urban,3,18000,5
Urban,4,15000,4
Urban,4,10000,3
Urban,4,15000,4
Urban,5,29000,5
Urban,4,29500,5
Urban,3,18000,5
Urban,5,19000,5
Urban,2,18000,5
Urban,2,20000,5
Urban,4,30000,5
Urban,4,13500,4
Urban,5,18500,5
Urban,3,14000,4
Urban,3,20000,5
Urban,4,17200,5
Urban,4,49000,5
Urban,5,18500,5
Urban,3,5000,1
Urban,5,28000,5
Urban,3,10000,3
Urban,2,45000,5
Urban,3,20000,5
Urban,5,11000,3
Urban,5,10000,3
Urban,4,20000,5
Urban,2,18000,5
Urban,5,10000,3
Urban,2,8965,2
Urban,6,15000,4
Urban,4,12500,3
Urban,4,12000,3
Urban,1,4000,1
Urban,5,6500,1
Urban,1,17000,4
Urban,4,28000,5
Urban,3,12200,3
Urban,5,16500,4
Urban,1,8000,2
Urban,5,8000,2
Urban,1,18000,5
Urban,3,28000,5
Urban,1,2500,1
Urban,4,17500,5
Urban,8,15000,4
Urban,3,10500,3
Urban,1,3500,1
Urban,1,10000,3
Urban,6,13000,4
Urban,5,20000,5
Urban,4,31000,5
Urban,8,18000,5
Urban,1,7000,1
Urban,7,12000,3
Urban,4,24000,5
Urban,5,20000,5
Urban,5,20000,5
Urban,6,25000,5
Urban,3,15600,4
Urban,1,7000,1
Urban,3,16000,4
Urban,1,11000,3
Urban,2,30000,5
Urban,3,3800,1
Urban,1,2500,1
Urban,3,7500,2
Urban,2,15000,4
Urban,5,7000,1
Urban,3,8500,2
Urban,6,30000,5
Urban,1,3000,1
Urban,6,15000,4
Urban,2,17580,5
Urban,1,10500,3
Urban,3,13100,4
Urban,4,12500,3
Urban,3,14000,4
Urban,5,10000,3
Urban,2,27000,5
Urban,6,18000,5
Urban,3,5500,1
Urban,1,12000,3
Urban,3,13500,4
Urban,4,10000,3
Urban,2,8000,2
Urban,4,14000,4
Urban,4,26000,5
Urban,2,7000,1
Urban,3,35000,5
Urban,4,13000,4
Urban,3,30000,5
Urban,1,8700,2
Urban,3,53500,5
Urban,2,10000,3
Urban,3,13000,4
Urban,4,12000,3
Urban,4,15000,4
Urban,6,11000,3
Urban,2,12000,3
Urban,4,17000,4
Urban,3,55000,5
Urban,5,9800,3
Urban,4,15000,4
Urban,7,20000,5
Urban,5,15000,4
Urban,1,1000,1
Urban,3,15700,4
Urban,6,24670,5
Urban,1,550,1
Urban,2,22000,5
Urban,1,10000,3
Urban,1,15000,4
Urban,1,6000,1
Urban,4,7100,2
Urban,9,25000,5
Urban,9,9500,2
Urban,3,13100,4
Urban,4,9500,2
Urban,4,9000,2
Urban,4,22400,5
Urban,6,17000,5
Urban,5,37500,5
Urban,1,9500,2
Urban,4,18000,5
Urban,2,22000,5
Urban,4,6000,1
Urban,2,38000,5
Urban,3,21000,5
Urban,2,29000,5
Urban,3,23000,5
Urban,5,15000,4
Urban,2,10000,3
Urban,7,25000,5
Urban,3,16000,4
Urban,1,2000,1
Urban,4,14000,4
Urban,1,10600,3
Urban,2,11000,3
Urban,4,25000,5
Urban,5,32000,5
Urban,2,18000,5
Urban,4,16000,4
Urban,9,16000,4
Urban,1,16000,4
Urban,4,13500,4
Urban,4,13000,4
Urban,4,33500,5
Urban,1,6000,1
Urban,1,7600,2
Urban,2,16000,4
Urban,4,12000,3
Urban,1,5500,1
Urban,3,28000,5
Urban,2,14000,4
Urban,1,12500,3
Urban,4,6000,1
Urban,4,8500,2
Urban,4,10000,3
Urban,3,7350,2
Urban,8,23000,5
Urban,3,22000,5
Urban,3,30000,5
Urban,6,7500,2
Urban,6,25000,5
Urban,3,13500,4
Urban,5,15000,4
Urban,5,26000,5
Urban,3,11500,3
Urban,4,8000,2
Urban,3,12000,3
Urban,4,22000,5
Urban,4,29000,5
Urban,2,12000,3
Urban,1,13850,4
Urban,3,12000,3
Urban,5,10000,3
Urban,1,11250,3
Urban,1,4000,1
Urban,1,18000,5
Urban,7,20000,5
Urban,3,9000,2
Urban,2,10000,3
Urban,4,29000,5
Urban,4,26000,5
Urban,2,18500,5
Urban,5,19000,5
Urban,5,9000,2
Urban,4,12000,3
Urban,1,520,1
Urban,5,16800,4
Urban,4,14000,4
Urban,3,12000,3
Urban,4,20000,5
Urban,4,23000,5
Urban,2,10000,3
Urban,4,20000,5
Urban,2,7200,2
Urban,3,20000,5
Urban,3,6000,1
Urban,3,13000,4
Urban,4,10000,3
Urban,5,16000,4
Urban,5,36000,5
Urban,5,11000,3
Urban,8,19000,5
Urban,5,12000,3
Urban,4,36000,5
Urban,7,15500,4
Urban,1,16500,4
Urban,1,2500,1
Urban,3,4000,1
Urban,9,20000,5
Urban,7,10000,3
Urban,2,21000,5
Urban,5,19000,5
Urban,4,19000,5
Urban,5,47000,5
Urban,8,15000,4
Urban,4,18000,5
Urban,2,12000,3
Urban,3,1500,1
Urban,5,8000,2
Urban,5,12500,3
Urban,4,28000,5
Urban,1,17500,5
Urban,6,32000,5
Urban,3,12000,3
Urban,5,10000,3
Urban,3,40000,5
Urban,5,10000,3
Urban,4,6000,1
Urban,1,4500,1
Urban,2,7000,1
Urban,7,26000,5
Urban,4,16000,4
Urban,4,14000,4
Urban,1,16000,4
Urban,4,10000,3
Urban,1,3500,1
Urban,4,10000,3
Urban,1,9000,2
Urban,9,40000,5
Urban,4,22500,5
Urban,1,7000,1
Urban,6,21000,5
Urban,1,6400,1
Urban,4,17000,4
Urban,5,16200,4
Urban,4,15000,4
Urban,8,14000,4
Urban,4,22000,5
Urban,8,28000,5
Urban,3,9000,2
Urban,4,20000,5
Urban,4,21400,5
Urban,6,16000,4
Urban,3,25600,5
Urban,6,23000,5
Urban,3,10000,3
Urban,4,29000,5
Urban,5,18000,5
Urban,5,8500,2
Urban,2,19000,5
Urban,4,45000,5
Urban,3,9000,2
Urban,12,47000,5
Urban,1,8000,2
Urban,4,9000,2
Urban,4,18000,5
Urban,2,10000,3
Urban,3,29000,5
Urban,3,7500,2
Urban,1,12365,3
Urban,1,1800,1
Urban,2,14000,4
Urban,4,12000,3
Urban,1,10000,3
Urban,5,30000,5
Urban,3,13500,4
Urban,8,18000,5
Urban,2,41000,5
Urban,4,18000,5
Urban,2,12400,3
Urban,3,20000,5
Urban,4,15500,4
Urban,4,7000,1
Urban,6,9500,2
Urban,2,8000,2
Urban,3,18700,5
Urban,3,8220,2
Urban,2,2800,1
Urban,5,12000,3
Urban,5,10000,3
Urban,2,8000,2
Urban,1,15000,4
Urban,2,7500,2
Urban,5,18000,5
Urban,1,7000,1
Urban,2,6000,1
Urban,2,8000,2
Urban,4,32000,5
Urban,5,24000,5
Urban,4,6000,1
Urban,5,10000,3
Urban,11,22000,5
Urban,3,5000,1
Urban,1,11000,3
Urban,5,22500,5
Urban,7,18000,5
Urban,1,4000,1
Urban,4,15000,4
Urban,4,25000,5
Urban,3,15000,4
Urban,8,20500,5
Urban,2,12000,3
Urban,1,12000,3
Urban,3,3000,1
Urban,1,10600,3
Urban,2,6000,1
Urban,4,47000,5
Urban,2,6500,1
Urban,4,15000,4
Urban,3,10000,3
Urban,4,46000,5
Urban,7,12000,3
Urban,4,20000,5
Urban,1,6500,1
Urban,5,17300,5
Urban,3,20000,5
Urban,4,20000,5
Urban,2,20000,5
Urban,4,20000,5
Urban,4,32000,5
Urban,9,1000,1
Urban,2,8000,2
Urban,4,15000,4
Urban,6,12000,3
Urban,3,19600,5
Urban,15,32000,5
Urban,3,25000,5
Urban,7,10500,3
Urban,1,11650,3
Urban,3,9000,2
Urban,4,12000,3
Urban,6,9500,2
Urban,1,4000,1
Urban,5,21000,5
Urban,5,45000,5
Urban,1,6800,1
Urban,2,8000,2
Urban,6,12500,3
Urban,1,7750,2
Urban,1,6250,1
Urban,3,15000,4
Urban,2,13200,4
Urban,5,24500,5
Urban,5,20680,5
Urban,6,10000,3
Urban,5,20000,5
Urban,4,20000,5
Urban,2,25000,5
Urban,3,20000,5
Urban,3,15000,4
Urban,3,15000,4
Urban,6,21000,5
Urban,1,8000,2
Urban,4,12950,4
Urban,4,12000,3
Urban,7,10000,3
Urban,3,11500,3
Urban,5,12000,3
Urban,5,30000,5
Urban,3,11000,3
Urban,5,18000,5
Urban,6,15000,4
Urban,2,21000,5
Urban,8,20000,5
Urban,6,12250,3
Urban,1,3200,1
Urban,4,24000,5
Urban,4,20810,5
Urban,4,18000,5
Urban,6,10000,3
Urban,5,14500,4
Urban,4,5000,1
Urban,2,7500,2
Urban,1,15000,4
Urban,1,3500,1
Urban,3,16000,4
Urban,5,16000,4
Urban,4,33000,5
Urban,4,15000,4
Urban,1,10000,3
Urban,4,20000,5
Urban,4,14000,4
Urban,1,8000,2
Urban,5,10000,3
Urban,4,8200,2
Urban,4,12000,3
Urban,2,7500,2
Urban,4,17000,4
Urban,6,15400,4
Urban,5,26000,5
Urban,4,25000,5
Urban,7,12000,3
Urban,4,40000,5
Urban,6,15000,4
Urban,7,17000,4
Urban,1,6500,1
Urban,7,17000,4
Urban,5,20000,5
Urban,5,13000,4
Urban,4,17000,5
Urban,4,36000,5
Urban,1,6500,1
Urban,4,16400,4
Urban,12,27000,5
Urban,5,12000,3
Urban,2,4500,1
Urban,4,20000,5
Urban,6,12000,3
Urban,3,10000,3
Urban,2,8000,2
Urban,3,15000,4
Urban,7,29000,5
Urban,4,12000,3
Urban,6,18000,5
Urban,4,8621,2
Urban,5,18000,5
Urban,3,15000,4
Urban,5,11000,3
Urban,5,10500,3
Urban,3,15500,4
Urban,1,7600,2
Urban,1,7230,2
Urban,4,4000,1
Urban,6,13900,4
Urban,5,12000,3
Urban,4,20000,5
Urban,4,13000,4
Urban,5,23000,5
Urban,1,9000,2
Urban,6,30000,5
Urban,5,13500,4
Urban,4,11000,3
Urban,4,19000,5
Urban,5,25000,5
Urban,4,13000,4
Urban,3,12000,3
Urban,8,22000,5
Urban,1,4000,1
Urban,2,15000,4
Urban,3,14500,4
Urban,1,1300,1
Urban,4,28750,5
Urban,7,12400,3
Urban,5,15500,4
Urban,1,1100,1
Urban,8,20000,5
Urban,8,60000,5
Urban,2,7500,2
Urban,1,2260,1
Urban,4,12345,3
Urban,6,14500,4
Urban,1,12000,3
Urban,3,17500,5
Urban,4,19500,5
Urban,1,4000,1
Urban,3,2347,1
Urban,4,25000,5
Urban,4,8000,2
Urban,3,10000,3
Urban,4,22000,5
Urban,5,16000,4
Urban,1,5000,1
Urban,4,15000,4
Urban,2,16000,4
Urban,1,8000,2
Urban,5,20500,5
Urban,6,8000,2
Urban,6,22000,5
Urban,7,24000,5
Urban,4,12000,3
Urban,6,18000,5
Urban,5,24000,5
Urban,5,15000,4
Urban,10,18000,5
Urban,3,27000,5
Urban,5,16500,4
Urban,2,20000,5
Urban,4,20600,5
Urban,5,12000,3
Urban,4,16000,4
Urban,1,12000,3
Urban,4,12000,3
Urban,1,2500,1
Urban,6,18000,5
Urban,2,7000,1
Urban,6,12000,3
Urban,3,14500,4
Urban,4,18000,5
Urban,3,12000,3
Urban,4,8000,2
Urban,5,23000,5
Urban,1,11750,3
Urban,5,24500,5
Urban,3,11000,3
Urban,5,16500,4
Urban,5,8000,2
Urban,3,25000,5
Urban,1,8000,2
Urban,3,13000,4
Urban,4,16000,4
Urban,3,8600,2
Urban,4,20500,5
Urban,1,12000,3
Urban,4,15000,4
Urban,4,31500,5
Urban,4,45000,5
Urban,1,9200,2
Urban,5,20000,5
Urban,4,14000,4
Urban,1,5000,1
Urban,4,22000,5
Urban,5,18000,5
Urban,2,9700,3
Urban,4,9000,2
Urban,4,30000,5
Urban,3,17000,4
Urban,2,8000,2
Urban,8,17000,4
Urban,2,10000,3
Urban,4,20000,5
Urban,4,15000,4
Urban,4,8000,2
Urban,5,20000,5
Urban,4,13000,4
Urban,4,15000,4
Urban,5,20000,5
Urban,3,25000,5
Urban,4,15000,4
Urban,5,20500,5
Urban,4,31000,5
Urban,8,13000,4
Urban,4,24500,5
Urban,2,6500,1
Urban,4,11500,3
Urban,5,9000,2
Urban,3,12500,3
Urban,4,20000,5
Urban,5,14000,4
Urban,1,8000,2
Urban,2,11000,3
Urban,6,11000,3
Urban,4,16500,4
Urban,4,40000,5
Urban,4,15000,4
Urban,4,10500,3
Urban,6,10000,3
Urban,7,10000,3
Urban,4,18350,5
Urban,3,6500,1
Urban,1,2200,1
Urban,2,10800,3
Urban,1,8000,2
Urban,4,15000,4
Urban,8,18000,5
Urban,1,10000,3
Urban,5,21000,5
Urban,4,15500,4
Urban,1,14200,4
Urban,7,15000,4
Urban,5,20500,5
Urban,5,22000,5
Urban,4,10000,3
Urban,3,12500,3
Urban,4,11000,3
Urban,6,6000,1
Urban,2,10000,3
Urban,1,9000,2
Urban,2,12000,3
Urban,5,10000,3
Urban,4,12500,3
Urban,4,15000,4
Urban,4,6600,1
Urban,4,21000,5
Urban,5,16000,4
Urban,2,20000,5
Urban,5,16500,4
Urban,5,14000,4
Urban,5,18000,5
Urban,8,16000,4
Urban,4,14000,4
Urban,3,12000,3
Urban,3,7547,2
Urban,2,20000,5
Urban,7,10000,3
Urban,2,10000,3
Urban,4,14500,4
Urban,7,19500,5
Urban,4,17000,4
Urban,6,15000,4
Urban,4,10000,3
Urban,4,20000,5
Urban,5,18000,5
Urban,3,23950,5
Urban,4,8000,2
Urban,1,11000,3
Urban,1,8000,2
Urban,5,16000,4
Urban,5,20000,5
Urban,1,4650,1
Urban,3,12000,3
Urban,1,1100,1
Urban,6,12000,3
Urban,3,22000,5
Urban,4,21000,5
Urban,3,15000,4
Urban,1,2000,1
Urban,3,11500,3
Urban,12,34000,5
Urban,2,8000,2
Urban,3,24000,5
Urban,4,9000,2
Urban,1,9500,2
Urban,6,30000,5
Urban,3,22000,5
Urban,2,19000,5
Urban,2,6000,1
Urban,1,6500,1
Urban,7,19000,5
Urban,2,1500,1
Urban,7,12000,3
Urban,1,4520,1
Urban,5,10000,3
Urban,1,3500,1
Urban,1,5000,1
Urban,4,21000,5
Urban,4,14000,4
Urban,1,11200,3
Urban,6,10000,3
Urban,3,13200,4
Urban,1,5000,1
Urban,5,17500,5
Urban,1,5000,1
Urban,2,45000,5
Urban,3,14200,4
Urban,5,13000,4
Urban,2,19500,5
Urban,4,9000,2
Urban,3,8500,2
Urban,2,5500,1
Urban,4,19000,5
Urban,5,10000,3
Urban,4,17000,4
Urban,1,5000,1
Urban,5,14000,4
Urban,1,5000,1
Urban,4,15000,4
Urban,10,11000,3
Urban,2,6000,1
Urban,6,9500,2
Urban,5,14000,4
Urban,1,10600,3
Urban,2,12000,3
Urban,1,14000,4
Urban,4,15000,4
Urban,2,19800,5
Urban,1,7200,2
Urban,4,15000,4
Urban,2,10000,3
Urban,3,18000,5
Urban,1,2200,1
Urban,7,14000,4
Urban,6,18000,5
Urban,3,7500,2
Urban,5,13000,4
Urban,4,16000,4
Urban,4,15000,4
Urban,4,13000,4
Urban,5,10500,3
Urban,4,15000,4
Urban,4,6000,1
Urban,3,28000,5
Urban,3,35000,5
Urban,3,21000,5
Urban,4,19000,5
Urban,3,9000,2
Urban,5,10000,3
Urban,1,4000,1
Urban,4,8000,2
Urban,6,15600,4
Urban,4,15000,4
Urban,3,9500,2
Urban,4,8000,2
Urban,4,16000,4
Urban,4,11000,3
Urban,2,30000,5
Urban,3,28000,5
Urban,3,8900,2
Urban,2,25000,5
Urban,5,14000,4
Urban,2,18000,5
Urban,4,53000,5
Urban,4,16000,4
Urban,4,25000,5
Urban,4,15000,4
Urban,3,30000,5
Urban,2,20000,5
Urban,2,8000,2
Urban,1,5500,1
Urban,1,3500,1
Urban,6,8500,2
Urban,2,21000,5
Urban,2,12000,3
Urban,5,14000,4
Urban,4,14500,4
Urban,1,2000,1
Urban,4,24000,5
Urban,4,14500,4
Urban,8,20500,5
Urban,3,20000,5
Urban,3,24000,5
Urban,2,12000,3
Urban,10,49000,5
Urban,5,32000,5
Urban,6,13700,4
Urban,4,10200,3
Urban,6,25000,5
Urban,6,8500,2
Urban,5,20000,5
Urban,4,28000,5
Urban,6,10000,3
Urban,4,10500,3
Urban,4,17000,4
Urban,3,14000,4
Urban,1,6000,1
Urban,3,8000,2
Urban,5,15800,4
Urban,4,8500,2
Urban,3,32000,5
Urban,6,15000,4
Urban,4,5000,1
Urban,4,10000,3
Urban,2,6000,1
Urban,1,11000,3
Urban,6,18500,5
Urban,3,15400,4
Urban,7,25000,5
Urban,7,16000,4
Urban,3,26500,5
Urban,6,36000,5
Urban,6,12000,3
Urban,6,8000,2
Urban,6,12000,3
Urban,9,36000,5
Urban,7,24000,5
Urban,4,17000,4
Urban,3,35000,5
Urban,5,7000,1
Urban,3,18000,5
Urban,4,12000,3
Urban,4,18000,5
Urban,4,35000,5
Urban,2,10000,3
Urban,1,16000,4
Urban,2,7500,2
Urban,2,10000,3
Urban,4,24000,5
Urban,4,5800,1
Urban,5,16000,4
Urban,2,19800,5
Urban,8,22000,5
Urban,2,18000,5
Urban,2,7000,1
Urban,2,8000,2
Urban,8,61700,5
Urban,5,17000,5
Urban,7,23000,5
Urban,3,38000,5
Urban,5,12500,3
Urban,4,75000,5
Urban,9,23000,5
Urban,4,40000,5
Urban,6,26000,5
Urban,1,8000,2
Urban,1,18000,5
Urban,2,15000,4
Urban,1,6000,1
Urban,2,13800,4
Urban,3,12000,3
Urban,4,5000,1
Urban,1,10500,3
Urban,4,23000,5
Urban,4,13000,4
Urban,3,16000,4
Urban,1,900,1
Urban,3,10000,3
Urban,4,9000,2
Urban,4,24000,5
Urban,5,18000,5
Urban,6,9500,2
Urban,5,45000,5
Urban,4,15000,4
Urban,3,9000,2
Urban,4,20000,5
Urban,5,14000,4
Urban,4,13000,4
Urban,2,12000,3
Urban,2,4500,1
Urban,2,18500,5
Urban,3,10500,3
Urban,1,15000,4
Urban,1,17000,4
Urban,3,11500,3
Urban,5,16000,4
Urban,5,12000,3
Urban,3,14000,4
Urban,5,12000,3
Urban,3,12000,3
Urban,4,18000,5
Urban,5,8500,2
Urban,3,20000,5
Urban,3,25000,5
Urban,4,14000,4
Urban,5,20000,5
Urban,4,15000,4
Urban,1,6500,1
Urban,5,12000,3
Urban,5,12000,3
Urban,2,15000,4
Urban,4,18000,5
Urban,11,19000,5
Urban,3,10000,3
Urban,5,16000,4
Urban,3,30000,5
Urban,6,26000,5
Urban,5,30000,5
Urban,6,9000,2
Urban,5,18000,5
Urban,1,12000,3
Urban,4,25000,5
Urban,4,12000,3
Urban,3,28000,5
Urban,1,8000,2
Urban,4,20000,5
Urban,3,17000,4
Urban,2,9000,2
Urban,5,22000,5
Urban,3,19500,5
Urban,3,26000,5
Urban,5,21000,5
